"productid","actualprice","productdescription","producttitle"
"1007","3790","<div>
<div>
<p><strong>Product Detail:</strong></p>
<section id=""content1"" class=""sample"">
<p>Kids - 4 PCs Filled Comforter Set</p>
<p><strong>Package Details: </strong></p>
<ul>
<li>1 Filled Comforter 60 x 95 INCH</li>
<li>
<span>1 </span><span>Printed Bed Sheet </span><span>60 x 95 INCH</span>
</li>
<li>1 Standard Pillow 19 x 29 INCH</li>
<li>1 Cushion Cover 18 x 18 INCH </li>
</ul>
<p><strong>Thread Count:</strong><span> </span>T-180 t0 210</p>
<p><strong>Comforter Weight:<span> 150</span></strong> GSM With 100% Polyester Wadding</p>
</section>
</div>
<ul></ul>
</div>
<ul></ul>","4 Pieces Single Cartoon Reversible Bed Spread Set -HELLO KITTY"
"1008","1475","<p class=""heading_uppercase""><strong>PRODUCT DETAILS  </strong></p>
<ul>
<li>1 Bed sheet</li>
<li>1 Pillow cover</li>
<li>1 Cushion Cover</li>
</ul>
<p class=""heading_lowercase""><strong>Fit &amp; Sizing</strong></p>
<ul>
<li>Single Sheet Dimension: 63"" X 95""</li>
<li>Pillow Cover Dimension: 19"" x 29</li>
</ul>
<p class=""heading_lowercase""><strong>Material &amp; Care</strong></p>
<ul>
<li>HQ Cotton </li>
<li>Dry Clean</li>
<li>Hand wash</li>
</ul>","Cartoon Character Bed Sheet -Best Friend"
"1009","4875","<p>An attractive combination of colors and design that would entice your child to bed….it would lull him to sleep in no time!Get it now while it’s still available.</p>
<p><strong>Material: </strong>High Quality Organic Cotton <br></p>
<ul>
<li>4 Sided Bumpers</li>
<li>Comforter-quilted x 1</li>
<li>Flat Sheet x 1</li>
<li>Pillow Cover x 1</li>
<li>Neck Roll Covers x 2</li>
</ul>
<p><strong>Fit &amp; Sizing</strong><br></p>
<ul>
<li>Bumpers size 12×27 inch and 12×55 inch</li>
<li>Comforter size 32×42 inch</li>
<li>Sheet size 42×68 inch</li>
<li>Pillow size 10×15 inch</li>
<li>Neckroll size 6×14 inch</li>
</ul>","Baby Cot Set -Baby Shark"
"1010","4875","<p>An attractive combination of colors and design that would entice your child to bed….it would lull him to sleep in no time!Get it now while it’s still available.</p>
<p><strong>Material: </strong>High Quality Organic Cotton <br></p>
<ul>
<li>4 Sided Bumpers</li>
<li>Comforter-quilted x 1</li>
<li>Flat Sheet x 1</li>
<li>Pillow Cover x 1</li>
<li>Neck Roll Covers x 2</li>
</ul>
<p><strong>Fit &amp; Sizing</strong><br></p>
<ul>
<li>Bumpers size 12×27 inch and 12×55 inch</li>
<li>Comforter size 32×42 inch</li>
<li>Sheet size 42×68 inch</li>
<li>Pillow size 10×15 inch</li>
<li>Neckroll size 6×14 inch</li>
</ul>","Baby Cot Set -Night OWL"
"1011","4875","<p>An attractive combination of colors and design that would entice your child to bed….it would lull him to sleep in no time!Get it now while it’s still available.</p>
<p><strong>Material: </strong>High Quality Organic Cotton <br></p>
<ul>
<li>4 Sided Bumpers</li>
<li>Comforter-quilted x 1</li>
<li>Flat Sheet x 1</li>
<li>Pillow Cover x 1</li>
<li>Neck Roll Covers x 2</li>
</ul>
<p><strong>Fit &amp; Sizing</strong><br></p>
<ul>
<li>Bumpers size 12×27 inch and 12×55 inch</li>
<li>Comforter size 32×42 inch</li>
<li>Sheet size 42×68 inch</li>
<li>Pillow size 10×15 inch</li>
<li>Neckroll size 6×14 inch</li>
</ul>","Baby Cot Set -Frozen Love Anna"
"1012","4875","<p>An attractive combination of colors and design that would entice your child to bed….it would lull him to sleep in no time!Get it now while it’s still available.</p>
<p><strong>Material: </strong>High Quality Organic Cotton <br></p>
<ul>
<li>4 Sided Bumpers</li>
<li>Comforter-quilted x 1</li>
<li>Flat Sheet x 1</li>
<li>Pillow Cover x 1</li>
<li>Neck Roll Covers x 2</li>
</ul>
<p><strong>Fit &amp; Sizing</strong><br></p>
<ul>
<li>Bumpers size 12×27 inch and 12×55 inch</li>
<li>Comforter size 32×42 inch</li>
<li>Sheet size 42×68 inch</li>
<li>Pillow size 10×15 inch</li>
<li>Neckroll size 6×14 inch</li>
</ul>","Baby Cot Set -Unicorn"
"1013","2590","<p><strong>CREATE RICH AND TRADITIONAL LOOK</strong></p>
<p>Renovate your bedroom by our exotic 4 PCs collection for your bedding. Each and every detail is carefully printed to attain a flawless look; it will change the entire look of your space.<span> </span></p>
<p><strong>PRODUCT FEATURES OF EXOTIC COLLECTION</strong></p>
<ul>
<li>
<p>Material: Cotton, Thread count: 180</p>
</li>
<li>
<p>Contents:1 Bed Sheet + 2 Pillow Covers + 2 Contrast Pillow Covers</p>
</li>
<li>
<p>Bed Sheet Size: 96 x 100 Inches </p>
</li>
</ul>","4 Pillows Satin Bed Sheet - Red Rose"
"1014","2590","<p><strong>CREATE RICH AND TRADITIONAL LOOK</strong></p>
<p>Renovate your bedroom by our exotic 4 PCs collection for your bedding. Each and every detail is carefully printed to attain a flawless look; it will change the entire look of your space.<span> </span></p>
<p><strong>PRODUCT FEATURES OF EXOTIC COLLECTION</strong></p>
<ul>
<li>
<ul>
<li>
<p>Material: Cotton, Thread count: 180-200</p>
</li>
<li>
<p>Contents:1 Bed Sheet + 2 Pillow Covers + 2 Contrast Pillow Covers</p>
</li>
<li>
<p>Bed Sheet Size: 95 x 100 Inches </p>
</li>
</ul>
</li>
</ul>","4 Pillows Satin Bed Sheet - Blooming Flowers"
"1015","4490","<div>
<div><strong>Comfortable | Durable | Extra Soft | Easy Care | Machine Washable</strong></div>
<ul>
<li>Classic Quilted comforter - Printed Reversible thick quilted comforter </li>
</ul>
<p><strong>5 PCs Reversible Quilted Comforter - Size &amp; Package Includes</strong></p>
<ul>
<li><span>1 Quilted comforter with thick polyester filling (95 x 100 Inches)</span></li>
<li><span>2  Quilted Piping Pillow with light polyester Covers ( 19 x 29 Inches)</span></li>
<li><span>2 Plain pillow Covers ( 19 x 29 Inches)</span></li>
<li>Cotton Thread Count - 180-210</li>
<li>Inside Filling - 100% Polyester  Wadding 225 GSM</li>
</ul>
<p style=""text-align: center;""><strong>OR</strong></p>
<p><strong>6 PCs Reversible Quilted Comforter - Size &amp; Package Includes</strong></p>
<ul>
<li><span>1 Quilted comforter with thick polyester filling (95 x 100 Inches)</span></li>
<li><span>2  Quilted  Piping Pillow with light polyester Covers ( 19 x 29 Inches)</span></li>
<li><span>2 Plain pillow Covers ( 19 x 29 Inches)</span></li>
<li>Cotton Thread Count - 180-210</li>
<li>Inside Filling - 100% Polyester  Wadding 225<span data-mce-fragment=""1""> GSM</span>
</li>
<li><span>1 King size bed sheet Plain 95x100</span></li>
</ul>
</div>
<ul></ul>","Quilted Reversible Bed Spread Set - FC Barcelona"
"1016","950","<div>
<p><strong>Size:</strong></p>
<ul>
<li>Bed Sheet Size 60 x 95 in.</li>
<li>Pillow Size 19 x 29 in.</li>
</ul>
<ul></ul>
<p><strong>Color:</strong></p>
<ul>
<li>Multi Color</li>
</ul>
<p><strong>Material :</strong></p>
<ul>
<li>100% Cotton </li>
</ul>
</div>
<div><strong>Washing instructions:</strong></div>
<div>
<ul>
<li><span>Can be hand or machine wash</span></li>
<li><span>Use water with temperature below 30 degrees.</span></li>
<li><span>Drop neutral detergent solution into the water first and put in the bedding till the liquid integrated fully into the water.</span></li>
<li><span data-spm-anchor-id=""2114.10010108.1000023.i0.6d7f8012aejK7y"">Wash it for no more than 30 minutes</span></li>
</ul>
</div>","Single Bed Sheet With 1 Pillow - Cremic Bale"
"1017","950","<div>
<p><strong>Size:</strong></p>
<ul>
<li>Bed Sheet Size 60 x 95 in.</li>
<li>Pillow Size 19 x 29 in.</li>
</ul>
<ul></ul>
<p><strong>Color:</strong></p>
<ul>
<li>Multi Color</li>
</ul>
<p><strong>Material :</strong></p>
<ul>
<li>100% Cotton </li>
</ul>
</div>
<div><strong>Washing instructions:</strong></div>
<div>
<ul>
<li><span>Can be hand or machine wash</span></li>
<li><span>Use water with temperature below 30 degrees.</span></li>
<li><span>Drop neutral detergent solution into the water first and put in the bedding till the liquid integrated fully into the water.</span></li>
<li><span data-spm-anchor-id=""2114.10010108.1000023.i0.6d7f8012aejK7y"">Wash it for no more than 30 minutes</span></li>
</ul>
</div>","Cotton Satin Single Bed Sheet With 1 Pillow - Mexican Parrot"
"1018","850","<div>
<p><strong>Size:</strong></p>
<ul>
<li>Bed Sheet Size 60 x 95 in.</li>
<li>Pillow Size 19 x 29 in.</li>
</ul>
<ul></ul>
<p><strong>Color:</strong></p>
<ul>
<li>Multi Color</li>
</ul>
<ul></ul>
</div>
<div><strong>Washing instructions:</strong></div>
<div>
<ul>
<li><span>Can be hand or machine wash</span></li>
<li><span>Use water with temperature below 30 degrees.</span></li>
<li><span>Drop neutral detergent solution into the water first and put in the bedding till the liquid integrated fully into the water.</span></li>
<li><span data-spm-anchor-id=""2114.10010108.1000023.i0.6d7f8012aejK7y"">Wash it for no more than 30 minutes</span></li>
</ul>
</div>","Single Bed Sheet With 1 Pillow - Plantian"
"1019","800","<div>
<h3 class=""ProductOverviewInformation-title"">Features</h3>
<ul class=""ProductOverviewInformation-list"">
<li>Bike Pod is a premium product of semi-automatic full body cover of two wheeler vehicle which withstands and repel all of these conditions. At Armad Moteurs, we not only offer a product but we offer a solution to your life problem. We try our very best to develop a relation with our customer by offering after sale service.<br>Description<br>Bike POD is a semi-automatic vehicle cover which can easily be installed on motorcycle back carrier, other variants can be installed in cars &amp; other vehicle types with few twist to tighten the nuts. With bike POD consumers will have the option to cover their vehicle on the go &amp; save their vehicle against extreme weather conditions like rain, dust etc. It consists of a box which needs to be installed in different places according to the vehicle, fabric is attached with a rotating handle inside the box where it will be rolled in and out of the box, nuts and bolts will be installed as per the requirement of the vehicle. For example, in case of motorcycle it can be attached on the back support carrier handle.</li>
</ul>
<p><strong>Product Specification</strong></p>
<ul>
<li>High Quality Plastic Is Used</li>
<li>Powder Coated Clip &amp; Rotating Handle.</li>
<li>Non Sharp Edges</li>
<li>100% Water &amp; Heat Proof Fabric</li>
<li>Durable Stitching Of Fabric</li>
</ul>
<p><strong>How To use Bike Pod</strong></p>
<ul>
<li>Attach Bike Pod To Carrier</li>
<li>Tighten Nuts &amp; Bolts</li>
<li>Pull Out The Fabric</li>
<li>Cover the Bike Fully</li>
<li>Make Rope Of Fabric And Rotate The Handle To Put Fabric Back In Devic</li>
</ul>
</div>
<div>
<ul class=""ProductOverviewInformation-list""></ul>
</div>","Bike Pod Cover"
"1020","950","<div>
<p><strong>Size:</strong></p>
<ul>
<li>Bed Sheet Size 60 x 95 in.</li>
<li>Pillow Size 19 x 29 in.</li>
</ul>
<ul></ul>
<p><strong>Color:</strong></p>
<ul>
<li>Multi Color</li>
</ul>
<p><strong>Material :</strong></p>
<ul>
<li>100% Cotton </li>
</ul>
</div>
<div><strong>Washing instructions:</strong></div>
<div>
<ul>
<li><span>Can be hand or machine wash</span></li>
<li><span>Use water with temperature below 30 degrees.</span></li>
<li><span>Drop neutral detergent solution into the water first and put in the bedding till the liquid integrated fully into the water.</span></li>
<li><span data-spm-anchor-id=""2114.10010108.1000023.i0.6d7f8012aejK7y"">Wash it for no more than 30 minutes</span></li>
</ul>
</div>","Single Bed Sheet Satin With 1 Pillow"
"1021","950","<div>
<p><strong>Size:</strong></p>
<ul>
<li>Bed Sheet Size 60 x 95 in.</li>
<li>Pillow Size 19 x 29 in.</li>
</ul>
<ul></ul>
<p><strong>Color:</strong></p>
<ul>
<li>Multi Color</li>
</ul>
<p><strong>Material :</strong></p>
<ul>
<li>100% Cotton </li>
</ul>
</div>
<div><strong>Washing instructions:</strong></div>
<div>
<ul>
<li><span>Can be hand or machine wash</span></li>
<li><span>Use water with temperature below 30 degrees.</span></li>
<li><span>Drop neutral detergent solution into the water first and put in the bedding till the liquid integrated fully into the water.</span></li>
<li><span data-spm-anchor-id=""2114.10010108.1000023.i0.6d7f8012aejK7y"">Wash it for no more than 30 minutes</span></li>
</ul>
</div>","Single Bed Sheet Satin With 1 Pillow"
"1022","950","<div>
<p><strong>Size:</strong></p>
<ul>
<li>Bed Sheet Size 60 x 95 in.</li>
<li>Pillow Size 19 x 29 in.</li>
</ul>
<ul></ul>
<p><strong>Color:</strong></p>
<ul>
<li>Multi Color</li>
</ul>
<p><strong>Material :</strong></p>
<ul>
<li>100% Cotton </li>
</ul>
</div>
<div><strong>Washing instructions:</strong></div>
<div>
<ul>
<li><span>Can be hand or machine wash</span></li>
<li><span>Use water with temperature below 30 degrees.</span></li>
<li><span>Drop neutral detergent solution into the water first and put in the bedding till the liquid integrated fully into the water.</span></li>
<li><span data-spm-anchor-id=""2114.10010108.1000023.i0.6d7f8012aejK7y"">Wash it for no more than 30 minutes</span></li>
</ul>
</div>","Single Bed Sheet Satin With 1 Pillow"
"1023","950","<div>
<p><strong>Size:</strong></p>
<ul>
<li>Bed Sheet Size 60 x 95 in.</li>
<li>Pillow Size 19 x 29 in.</li>
</ul>
<ul></ul>
<p><strong>Color:</strong></p>
<ul>
<li>Multi Color</li>
</ul>
<p><strong>Material :</strong></p>
<ul>
<li>100% Cotton </li>
</ul>
</div>
<div><strong>Washing instructions:</strong></div>
<div>
<ul>
<li><span>Can be hand or machine wash</span></li>
<li><span>Use water with temperature below 30 degrees.</span></li>
<li><span>Drop neutral detergent solution into the water first and put in the bedding till the liquid integrated fully into the water.</span></li>
<li><span data-spm-anchor-id=""2114.10010108.1000023.i0.6d7f8012aejK7y"">Wash it for no more than 30 minutes</span></li>
</ul>
</div>","Single Bed Sheet Satin With 1 Pillow"
"1024","950","<div>
<p><strong>Size:</strong></p>
<ul>
<li>Bed Sheet Size 60 x 95 in.</li>
<li>Pillow Size 19 x 29 in.</li>
</ul>
<ul></ul>
<p><strong>Color:</strong></p>
<ul>
<li>Multi Color</li>
</ul>
<p><strong>Material :</strong></p>
<ul>
<li>100% Cotton </li>
</ul>
</div>
<div><strong>Washing instructions:</strong></div>
<div>
<ul>
<li><span>Can be hand or machine wash</span></li>
<li><span>Use water with temperature below 30 degrees.</span></li>
<li><span>Drop neutral detergent solution into the water first and put in the bedding till the liquid integrated fully into the water.</span></li>
<li><span data-spm-anchor-id=""2114.10010108.1000023.i0.6d7f8012aejK7y"">Wash it for no more than 30 minutes</span></li>
</ul>
</div>","Single Bed Sheet Satin With 1 Pillow"
"1026","4490","<div>
<div><strong>Comfortable | Durable | Extra Soft | Easy Care | Machine Washable</strong></div>
<ul>
<li>Classic Quilted comforter - Printed Reversible thick quilted comforter </li>
</ul>
<p><strong>5 PCs Reversible Quilted Comforter - Size &amp; Package Includes</strong></p>
<ul>
<li><span>1 Quilted comforter with thick polyester filling (95 x 100 Inches)</span></li>
<li><span>2  Quilted Piping Pillow with light polyester Covers ( 19 x 29 Inches)</span></li>
<li><span>2 Plain pillow Covers ( 19 x 29 Inches)</span></li>
<li>Cotton Thread Count - 180-210</li>
<li>Inside Filling - 100% Polyester  Wadding 350 GSM</li>
</ul>
<p style=""text-align: center;""><strong>OR</strong></p>
<p><strong>6 PCs Reversible Quilted Comforter - Size &amp; Package Includes</strong></p>
<ul>
<li><span>1 Quilted comforter with thick polyester filling (95 x 100 Inches)</span></li>
<li><span>2  Quilted  Piping Pillow with light polyester Covers ( 19 x 29 Inches)</span></li>
<li><span>2 Plain pillow Covers ( 19 x 29 Inches)</span></li>
<li>Cotton Thread Count - 180-210</li>
<li>Inside Filling - 100% Polyester  Wadding 350<span data-mce-fragment=""1""> GSM</span>
</li>
<li><span>1 King size bed sheet Plain 95x100</span></li>
</ul>
</div>
<ul></ul>","Quilted Reversible Bed Spread Set -EsyDream"
"1027","2090","<p><strong>Table Cloth Size: </strong>60 x 110 Inches <br><br><strong>Fit To</strong> : 6 - 8 Persons Table </p>
<p><strong>Material</strong></p>
<table class=""table table-bordered"">
<tbody>
<tr>
<td>Premium Pure Duck Cotton </td>
</tr>
<tr>
<td>100% Cotton (200 TC)</td>
</tr>
<tr>
<td>100% Color Fast</td>
</tr>
<tr>
<td>Machine wash, Don’t Soak, Cold Wash, Dry in Shade</td>
</tr>
</tbody>
</table>
<div class=""tt-collapse-title""><strong>PRODUCT WASHING INSTRUCTIONS</strong></div>
<div class=""tt-collapse-content"">Washing instructions:<br>
<li>Drying in bright sunlight for extended periods of time may result in colors fading.</li>
<li>New bed linen should be washed before use with a mild detergent in cool .</li>
<li>Do not use high temperatures. Excessive heat damages the yarn and its natural feel of softness. It also causes the fabric to shrink too much. </li>
</div>","Digital Printed Table Cover For 6 & 8 Seater - Paris Parfumeri"
"1028","2190","<p><strong>CREATE RICH AND TRADITIONAL LOOK</strong></p>
<p>Renovate your bedroom by our exotic 4 PCs collection for your bedding. Each and every detail is carefully printed to attain a flawless look; it will change the entire look of your space.<span> </span></p>
<p><strong>PRODUCT FEATURES OF EXOTIC COLLECTION</strong></p>
<ul>
<li>
<p>Material: Cotton, Thread count: 180 - 200</p>
</li>
<li>
<p>Contents:1 Bed Sheet + 2 Pillow Covers + 2 Contrast Pillow Covers</p>
</li>
<li>
<p>Bed Sheet Size: 95 x 100 Inches </p>
</li>
</ul>","4 Pillows Bed Sheet - Green Zone"
